SYCP2L,TFCP2L1,LYPD6B,ITGAD,LINC02273,UNC5B,CFAP210,LAIR2,CFAP97D2,B3GNT7,SLC7A8,SCGB1A1,GSDMA,CPLX2,MXRA7,LINC02848,ELAPOR2,HOXB2,USP18,PPP1R9A,TRIM15,CNN1,LINC00607,EPB41L4A,CLIC3,MT.ND1,MMRN1,ZNF595,IRIS
6.74200907817315,6.01396004434837,6.09111604350541,5.93535267154365,7.49829524192308,6.16208857149572,8.3134999703856,7.59226890471192,7.19292301561649,7.56300117770727,5.71437146419343,6.2625133483664,5.29738783451809,7.14615022829702,8.19155381045842,7.21983153099652,9.65381804029124,6.29467436829373,7.19305484837712,7.8041952586958,5.04334264994699,4.88558985564225,5.34386756461576,8.11163311971401,7.64670745724029,12.0210914496034,10.9685218623414,8.85106769587859,IR
5.88579862697491,7.20438417118621,6.47964176036778,5.69145783666218,7.82460698358827,5.88015603924963,8.94866040382996,8.54713550806968,7.53587471346069,7.7567608295646,5.75728688513957,6.44096267627974,5.53319766685013,7.78759674755013,8.60034495184007,7.25657359962118,10.7218973096683,7.16431068326733,6.79753888850136,8.24868574413717,4.90867886800993,4.60105486542214,5.33317306795645,8.65477318761164,7.25717619942836,12.2791819784959,10.9051906059044,8.53072905227354,IR
6.44453367389064,6.71003529989169,6.59420778001603,5.91799195300424,7.74261764290944,6.38832750954954,8.82837722267397,8.46539229410049,7.31429963272779,7.24764201257417,5.87244762649356,6.78917441239671,5.6784030574389,7.43874579271267,8.49407277823772,6.84934400781181,10.9689534917234,7.08114828162541,7.11102493063429,8.30763062315681,5.04846667235287,5.02245871941972,5.8611984529896,9.00870284942742,7.34515879275675,12.5275626786868,10.9155282024308,8.69708353822488,IR
5.85707811539789,6.51126029677907,6.87324257237003,6.60777340611511,6.94316513879614,5.80238435966518,8.83806250587119,7.81891256797191,7.16887669050362,6.51138765905468,5.80255103386715,5.91537888074159,5.30721825304654,6.08679612641995,8.15976247565529,6.91893598195504,9.44295998760255,6.46009069804886,7.58392139594293,7.63624969496741,4.71027832613107,5.42222598442866,5.95640031262796,7.92453487953323,6.26927784023122,11.6607080867288,10.919575671133,8.93418969546687,IR
6.0149722155067,6.77643063591713,7.12065077940562,6.31781016741236,7.26921034732471,5.55792506954153,7.85766881267938,8.94948700811139,7.2167005987312,7.1924610502198,6.04914170355356,5.98213560902026,5.28245629907152,6.40928402363842,8.59284678110007,6.99630337337097,9.61676860859039,6.89511737102851,7.37259438510155,8.0784817666948,4.49735378884235,5.18191944518255,5.31139957980635,8.91780093579788,7.06626920337166,11.8541315858151,10.203529792822,8.9149817898415,IR
6.34127066982482,6.23000075825509,7.10934327422551,6.88472391385546,7.59459805882443,5.10650049340167,8.22225597510849,7.52748778243762,7.75386151875779,7.30139019495912,6.06386700385785,4.8758340937125,5.54284433581228,8.64275987589471,8.97436985774794,6.47706008546257,9.65002680196961,6.07321907652444,6.80138903827392,7.92691870743388,5.01405487963927,5.11824642023483,5.66338374269569,8.51593653621027,7.41708512848438,11.8494832636917,11.0193668096848,9.01902364942768,IS
6.2084665649272,6.59081351985514,6.95871448929181,6.52790171125007,8.14491307988087,6.5851697167919,7.58178050347508,6.95897064712613,7.4974905416059,7.41913922740989,6.47585854391829,5.11024851523966,6.00466976078467,7.15719029816556,9.69276521934262,6.23226685775714,9.19238766385787,7.11683933701881,6.68834939272995,7.97613799618057,5.90973031644444,5.87811722431245,6.23490034643504,8.36380755257745,8.40145502908801,11.9787032773627,10.6016849356792,9.9256628209285,IS
5.85871696635147,6.42121261254104,7.90434766368889,5.34037002473323,6.16093207610229,7.44757070988694,7.80359796104053,8.87761768898458,7.39521172939026,6.73517958373083,7.11399594582505,4.84575105702001,4.85463784980157,6.7420724848491,9.19589065783148,6.80349093420401,10.1558821770062,7.16234815447409,7.23613031321658,7.76459511463027,5.15492052613543,5.24097910296932,5.73633980986475,8.12940537020028,8.00393329473062,11.5630867949858,10.33061319493,9.66572783196614,IR
5.85491774544896,6.54988605664216,7.57341834440165,5.97916612062937,5.37550681972582,6.11087734578129,9.46193268958468,7.80011783847859,7.40796826678524,6.58109750594444,7.07451177384525,5.13071071318806,5.17968743034044,6.75390561050463,7.71691966455387,6.71849588321929,10.0654443723362,6.90772241919369,7.52521264103406,8.05000182237578,4.87113601629691,5.33309039169517,6.52376835456515,8.73420439748424,7.5692211996697,11.9827438858213,10.6468917398293,9.58388448751943,IR
7.12157805290342,9.30559264609748,7.75379899519726,5.25576951443746,7.50572442430115,5.20877836147534,9.09713949838335,8.12724854885026,6.63871619458604,7.02079686969459,6.13079446199876,5.59426477181773,5.29242135137283,7.06201337288387,8.19877330321631,7.09006752879161,10.0577650320043,7.19618317360055,7.3991779035301,7.73208074103633,5.22632335558299,6.03403640378588,5.4544670746368,8.6810530049359,7.14469786476539,11.9889105186739,10.2402641396693,8.25052492737185,IR
6.72201727872459,8.99238671417287,7.73687297281018,5.64527918450211,8.0840713238778,5.63806922480989,9.1588695969651,8.20655740276717,7.54436614465115,6.60891732931219,6.25370638933815,5.30816975956313,5.81674446247875,7.58619622635225,7.92580738351738,6.86092941044718,9.98134896302413,6.27187467872022,7.49273272549491,7.40486514772596,4.58571251725924,5.66445770967978,6.5615866421772,8.40781152842954,7.56944233226323,11.8649259581019,10.1630967094217,8.17696286884859,IR
6.13536896635821,6.40475505890069,7.10469890902463,5.81891384403851,6.43228772848849,7.02822277008042,8.08124048824934,7.19038714491265,6.45564386630409,7.45365836792161,5.76737562676906,6.16769496345589,5.83724120908692,7.52481193125471,8.92803422173385,6.73675118646409,9.81996012493442,7.27814055876724,7.76896554092213,8.56651254133325,4.80143172354319,5.20970729687948,6.64875926301805,9.24582651446186,7.70133387564173,10.9552996154992,10.7198667915008,9.72762591128317,IR
6.27396765832185,5.59272928184536,6.38334114316664,5.26194888477003,7.63484379105645,6.51006033102147,8.63686156596656,7.67075584011892,6.67712969533796,6.6181022246347,6.93478915327874,5.05410114510271,4.68724513448575,7.20448894505263,8.96129045277583,6.32723803391165,10.3737523367964,7.60612810310997,7.52595934142212,7.61526909738931,4.55103973987048,5.17003922618807,5.97487565790917,8.6892262145199,7.21302654295729,11.7399534743275,10.1513659585096,9.01038255419892,IR
8.00688866287894,5.99404485793908,7.68108982331805,6.77948710107227,5.73197401245689,6.94015738663103,7.91067741009453,8.16472231908617,7.6331706417997,8.16210057366979,6.26178604750079,5.89969333660827,5.79093554381049,6.9622813035253,8.60636366300109,7.58961855541231,9.5361008522122,7.01903967467981,7.27707997982938,8.75584205566998,5.97553213484461,5.9475454792857,5.65698857226403,9.43669156482245,8.01718071672738,11.5404718636965,10.3739813580859,9.83355637659109,IR
